"663651118191386624",,,"Иосиф Зильберман","Иосиф Зильберман","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 04:35",,"@OlegLurie Олег, а как с вами связаться можно? mail...","No","No","No","No","ooew30"
"663654810810523648",,,"GIM GIM","GIM GIM","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 04:50",,"музыкальный центр в Батуми представляет певицу Шермадини Нини которая последнее время стала очень популярно в Америк https://t.co/OZsU0Ew69v","No","No","Yes","No","ooew30"
"663662300931469312",,,"Иосиф Зильберман","Иосиф Зильберман","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 05:19",,"@pulja_dura @YodNews любой нормальный человек найдет обход этой поебени, так что все норм, пользуемся.","No","No","No","No","ooew30"
"663697342835634176",,,"Lidia bejanishvili","Lidia bejanishvili","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 07:39","Грузия Цалка დაშბაშისკანიონი ","#Грузия #Цалка #დაშბაშისკანიონი &lt;3 &lt;3 &lt;3 https://t.co/v6nR0XnppU","No","No","Yes","No","ooew30"
"663706426280443904",,,"EnginGeorgianFans","EnginGeorgianFans","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 08:15",,"Engin Akyürek, Emmy'ye aday.. https://t.co/e6W2UtUlIH","No","No","No","No","ooew30"
"663719889648119808",,,"diana velieva","diana velieva","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 09:08",,"@KacakGelinler  sizi cok seviyrum cok guzel serial   :)    KACAK GELINLER","No","No","No","No","ooew30"
"663736287128612864",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 10:13",,"@YaseminOzbudunM @FerzanOzpetek @TubaBustun https://t.co/jqcpJAfH39","No","No","Yes","No","ooew30"
"663741873178157056",,,"nino ruxadze","nino ruxadze","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 10:36",,"@MariamRuxadze https://t.co/QtUXtkXedA","No","No","Yes","No","ooew30"
"663743327284674560",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 10:41",,"@BurakTamdogan pliaz follow me","No","No","No","No","ooew30"
"663755730244214785",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 11:31",,"ტუბა ბუიუკუსტუნის ჯილო ვატიკანში ასე ასათაურებს პორტალი https://t.co/c8pJIlgsxF https://t.co/ID5cYyFHPi","No","No","No","No","ooew30"
"663757496230760448",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 11:38",,"უნაიცეფმა დღეს გაიხსენა ტუბას ასეთი კეთილი საქმისკენ მიდოგამ და დასათაურა https://t.co/1VI9ef6V9R https://t.co/vzLQuelZlj","No","No","Yes","No","ooew30"
"663758815482011649",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 11:43",,"ეხლახანს გახდა ცნობილი ბოსფორის კინოფესტივალზე გაიმართება მოკლემეტრაჟიანი ფილმების https://t.co/G7Dm9IEJa4 https://t.co/nin8h9M3YN","No","No","Yes","No","ooew30"
"663812585733517312",,,"Ibrahim Murshudov","Ibrahim Murshudov","en",,,,"41,7258","46,4083",,,,,,,,"9/11/2015 15:17","nature sky sun summer sunrise tree twilight light photooftheday beach mountain dusk ","#nature #sky #sun #summer #sunrise #tree #twilight #light #photooftheday #beach #mountain #dusk… https://t.co/cRarVRj2Ir","No","No","No","Yes","ooew30"
"663817669926371329",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 15:37",,"@Vaengaofficial спасибо","No","No","No","No","ooew30"
"663817825480478720",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 15:37",,"@Vaengaofficial спасибо","No","No","No","No","ooew30"
"663819017442979840",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 15:42",,"@Vaengaofficial спасибо","No","No","No","No","ooew30"
"663821062187126784",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 15:50",,"@Vaengaofficial спасибо","No","No","No","No","ooew30"
"663821402286530560",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 15:52",,"@Vaengaofficial спасибо","No","No","No","No","ooew30"
"663822491610177536",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 15:56",,"@Vaengaofficial мужик","No","No","No","No","ooew30"
"663823406270431232",,,"Ibrahim Murshudov","Ibrahim Murshudov","en",,,,"41,7258","46,4083",,,,,,,,"9/11/2015 16:00","nature green twilight clouds beauty light photooftheday mountain dusk ","Fast and mixed #nature #green #twilight #clouds #beauty #light #photooftheday #mountain #dusk… https://t.co/Twmp8ABkgV","No","No","No","Yes","ooew30"
"663824590901243905",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 16:04",,"@Patriarshiye @katelel спасибо за песни души","No","No","No","No","ooew30"
"663825493146411008",,,"Marihuana","Marihuana","en",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 16:08","ВечернийУргант ","Вечер удался! #ВечернийУргант @tokiohotel https://t.co/XERBzovWAQ","No","No","Yes","No","ooew30"
"663826408255434753",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 16:12",,"@katelel счасливым дорога путь укажет","No","No","No","No","ooew30"
"663831466783195136",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 16:32",,"@katelel идешь дорогой оглянись не забывай себя чтоб не споткнуться душа нуждается в тепле тогда и все счастливы будут","No","No","No","No","ooew30"
"663831947882455040",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 16:34",,"@DariaGerman @katelel умница","No","No","No","No","ooew30"
"663833541738954752",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 16:40",,"@katelel не веришь что это твои цветы","No","No","No","No","ooew30"
"663838535791853569",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 17:00",,"@katelel воду дали  кипяток ни хрена себе крендель  мужик ванна внизу  Толи он поет прекрасно то ли станом мускулист ты простудишься дружок","No","No","No","No","ooew30"
"663841243370266624",,,"merabimerabi","merabimerabi","ru",,,,"42,19945","45,94975",,,,,,,,"9/11/2015 17:11",,"@katelel ты любима ты любима как все это хорошо грусть в глазах все постижимо только б сделать хорошо","No","No","No","No","ooew30"
"664025359663407105",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 05:22",,"არებები ტუბას ეხმაურებიან გვიყვარს თუბა ასათურებენ ! არაბულად ელენე ა....https://t.co/svcUiZk5Sl https://t.co/CBgKsOqpnG","No","No","Yes","No","ooew30"
"664030704976715776",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 05:43",,"@TubaBustun https://t.co/M98AzmR9ed","No","No","Yes","No","ooew30"
"664036619440275456",,,"City Event Georgia","City Event Georgia","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 06:07",,"@cityevent Evenet Georgia - გთავაზობთ საახალწლო კოპრორატიული საჩუქრების დამზადებას და ბრენდირებას.     @cityevent_ge https://t.co/cHtRasLDTc","No","No","Yes","No","ooew30"
"664037782323658752",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 06:11",,"@glmekkoculu @TubaBustun cok cok guzel gurcistan https://t.co/lI7YeUh2PV","No","No","Yes","No","ooew30"
"664040120517918722",,,"Mariam Saghatelyan","Mariam Saghatelyan","en",,,,"42,00194444","45,76805556",,,,,,,,"10/11/2015 06:21","hiddengem ","Nekresi #hiddengem @ Nekresi https://t.co/ACeufSu5eT","No","No","No","Yes","ooew30"
